source,target,relation,weight
header_section,top_left,co_occurs_with,1
header_section,user_account_setting,co_occurs_with,1
hero_section,light_dark_mode,co_occurs_with,1
hero_section,platform_purpose,co_occurs_with,1
hero_section,profile,co_occurs_with,1
hero_section,top_left,co_occurs_with,1
landing_page,left_corner,co_occurs_with,1
landing_page,light_dark_mode,co_occurs_with,1
landing_page,logout_option,co_occurs_with,1
landing_page,management,co_occurs_with,1
landing_page,platform_purpose,co_occurs_with,1
landing_page,profile,co_occurs_with,1
landing_page,right_side,co_occurs_with,1
landing_page,top_left,co_occurs_with,1
landing_page,user_account_setting,co_occurs_with,1
left_corner,logout_option,co_occurs_with,1
left_corner,management,co_occurs_with,1
left_corner,platform_purpose,co_occurs_with,1
left_corner,profile,co_occurs_with,1
left_corner,user_account_setting,co_occurs_with,1
light_dark_mode,logout_option,co_occurs_with,1
light_dark_mode,management,co_occurs_with,1
light_dark_mode,platform_purpose,co_occurs_with,1
light_dark_mode,profile,co_occurs_with,1
light_dark_mode,service,co_occurs_with,1
light_dark_mode,user_account_setting,co_occurs_with,1
logo,logout_option,co_occurs_with,1
logo,platform_purpose,co_occurs_with,1
logo,profile,co_occurs_with,1
logo,user_account_setting,co_occurs_with,1
logout_option,platform_purpose,co_occurs_with,1
logout_option,profile,co_occurs_with,1
logout_option,right_side,co_occurs_with,1
logout_option,theme_toggle,co_occurs_with,1
logout_option,top_left,co_occurs_with,1
management,platform_purpose,co_occurs_with,1
management,profile,co_occurs_with,1
management,top_left,co_occurs_with,1
platform_purpose,profile,co_occurs_with,1
platform_purpose,profile_button,co_occurs_with,1
platform_purpose,theme_toggle,co_occurs_with,1
platform_purpose,top_left,co_occurs_with,1
platform_purpose,user_account_setting,co_occurs_with,1
profile,profile_button,co_occurs_with,1
profile,right_side,co_occurs_with,1
profile,theme_toggle,co_occurs_with,1
profile,top_left,co_occurs_with,1
profile,user_account_setting,co_occurs_with,1
profile_button,top_left,co_occurs_with,1
right_side,user_account_setting,co_occurs_with,1
service,top_left,co_occurs_with,1
theme_toggle,user_account_setting,co_occurs_with,1
top_left,user_account_setting,co_occurs_with,1
account,action,co_occurs_with,1
account,contact_detail,co_occurs_with,1
account,development_team_credit,co_occurs_with,1
account,left_side,co_occurs_with,1
account,main_content_area,co_occurs_with,1
account,merchant,co_occurs_with,1
account,navigation,co_occurs_with,1
account,platform_purpose,co_occurs_with,1
account,quick_access,co_occurs_with,1
account,quick_link,co_occurs_with,1
action,contact_detail,co_occurs_with,1
action,exist_user,co_occurs_with,1
action,left_side,co_occurs_with,1
action,main_content_area,co_occurs_with,1
action,merchant,co_occurs_with,1
action,platform_purpose,co_occurs_with,1
action,quick_access,co_occurs_with,1
action,registration_process,co_occurs_with,1
bottom,development_team_credit,co_occurs_with,1
bottom,navigation,co_occurs_with,1
bottom,platform_purpose,co_occurs_with,1
bottom,quick_access,co_occurs_with,1
contact_detail,development_team_credit,co_occurs_with,1
contact_detail,exist_user,co_occurs_with,1
contact_detail,merchant,co_occurs_with,1
contact_detail,platform,co_occurs_with,1
contact_detail,platform_purpose,co_occurs_with,1
contact_detail,quick_access,co_occurs_with,1
contact_detail,registration_process,co_occurs_with,1
contact_detail,service,co_occurs_with,1
development_team_credit,exist_user,co_occurs_with,1
development_team_credit,left_side,co_occurs_with,1
development_team_credit,main_content_area,co_occurs_with,1
development_team_credit,merchant,co_occurs_with,1
development_team_credit,navigation,co_occurs_with,1
development_team_credit,platform,co_occurs_with,1
development_team_credit,platform_purpose,co_occurs_with,1
development_team_credit,quick_access,co_occurs_with,1
development_team_credit,registration_process,co_occurs_with,1
development_team_credit,right_side,co_occurs_with,1
exist_user,left_side,co_occurs_with,1
exist_user,main_content_area,co_occurs_with,1
exist_user,merchant,co_occurs_with,1
exist_user,navigation,co_occurs_with,1
exist_user,platform_purpose,co_occurs_with,1
exist_user,quick_access,co_occurs_with,1
exist_user,quick_link,co_occurs_with,1
exist_user,service,co_occurs_with,1
left_side,navigation,co_occurs_with,1
left_side,platform,co_occurs_with,1
left_side,platform_purpose,co_occurs_with,1
left_side,quick_access,co_occurs_with,1
left_side,registration_process,co_occurs_with,1
main_content_area,navigation,co_occurs_with,1
main_content_area,platform,co_occurs_with,1
main_content_area,platform_purpose,co_occurs_with,1
main_content_area,quick_access,co_occurs_with,1
main_content_area,registration_process,co_occurs_with,1
main_content_area,service,co_occurs_with,1
merchant,navigation,co_occurs_with,1
merchant,platform_purpose,co_occurs_with,1
merchant,quick_access,co_occurs_with,1
merchant,registration_process,co_occurs_with,1
navigation,platform_purpose,co_occurs_with,1
navigation,quick_access,co_occurs_with,1
navigation,registration_process,co_occurs_with,1
navigation,right_side,co_occurs_with,1
navigation,service,co_occurs_with,1
platform,platform_purpose,co_occurs_with,1
platform,quick_access,co_occurs_with,1
platform,quick_link,co_occurs_with,1
platform_purpose,quick_access,co_occurs_with,1
platform_purpose,quick_link,co_occurs_with,1
platform_purpose,registration_process,co_occurs_with,1
quick_access,quick_link,co_occurs_with,1
quick_access,registration_process,co_occurs_with,1
quick_access,right_side,co_occurs_with,1
quick_access,service,co_occurs_with,1
quick_access,user,co_occurs_with,1
quick_link,registration_process,co_occurs_with,1
registration_process,service,co_occurs_with,1
account,basic_information,co_occurs_with,1
account,brand_identification,co_occurs_with,1
account,comfortable_viewing,co_occurs_with,1
account,context,co_occurs_with,1
account,current_slide_position,co_occurs_with,1
account,descriptive_text,co_occurs_with,1
account,eye_icon,co_occurs_with,1
account,form,co_occurs_with,1
account,large_visual_section,co_occurs_with,1
account,left_corner,co_occurs_with,1
account,light_dark_mode,co_occurs_with,1
account,login_credential,co_occurs_with,1
account,logo,co_occurs_with,1
account,multi_step_registration_process,co_occurs_with,1
account,page_title,co_occurs_with,1
account,password_field,co_occurs_with,1
account,purpose,co_occurs_with,1
account,registration,co_occurs_with,1
account,title,co_occurs_with,1
account,top_left,co_occurs_with,1
account,unieasy,co_occurs_with,1
account,verification,co_occurs_with,1
account,visibility_toggle,co_occurs_with,1
account,welcome_panel,co_occurs_with,1
basic_information,bottom,co_occurs_with,1
basic_information,brand_identification,co_occurs_with,1
basic_information,comfortable_viewing,co_occurs_with,1
basic_information,context,co_occurs_with,1
basic_information,current_slide_position,co_occurs_with,1
basic_information,exist_user,co_occurs_with,1
basic_information,eye_icon,co_occurs_with,1
basic_information,form,co_occurs_with,1
basic_information,light_dark_mode,co_occurs_with,1
basic_information,login_credential,co_occurs_with,1
basic_information,page_title,co_occurs_with,1
basic_information,password_field,co_occurs_with,1
basic_information,platform,co_occurs_with,1
basic_information,purpose,co_occurs_with,1
basic_information,registration,co_occurs_with,1
basic_information,registration_process,co_occurs_with,1
basic_information,right_corner,co_occurs_with,1
basic_information,right_side,co_occurs_with,1
basic_information,title,co_occurs_with,1
basic_information,top_left,co_occurs_with,1
basic_information,unieasy,co_occurs_with,1
basic_information,verification,co_occurs_with,1
basic_information,visibility_toggle,co_occurs_with,1
bottom,brand_identification,co_occurs_with,1
bottom,comfortable_viewing,co_occurs_with,1
bottom,context,co_occurs_with,1
bottom,current_slide_position,co_occurs_with,1
bottom,descriptive_text,co_occurs_with,1
bottom,eye_icon,co_occurs_with,1
bottom,form,co_occurs_with,1
bottom,large_visual_section,co_occurs_with,1
bottom,left_corner,co_occurs_with,1
bottom,light_dark_mode,co_occurs_with,1
bottom,logo,co_occurs_with,1
bottom,multi_step_registration_process,co_occurs_with,1
bottom,page_title,co_occurs_with,1
bottom,purpose,co_occurs_with,1
bottom,registration,co_occurs_with,1
bottom,right_corner,co_occurs_with,1
bottom,top_left,co_occurs_with,1
bottom,unieasy,co_occurs_with,1
bottom,verification,co_occurs_with,1
bottom,visibility_toggle,co_occurs_with,1
bottom,welcome_panel,co_occurs_with,1
brand_identification,context,co_occurs_with,1
brand_identification,current_slide_position,co_occurs_with,1
brand_identification,descriptive_text,co_occurs_with,1
brand_identification,exist_user,co_occurs_with,1
brand_identification,large_visual_section,co_occurs_with,1
brand_identification,login_credential,co_occurs_with,1
brand_identification,multi_step_registration_process,co_occurs_with,1
brand_identification,page_title,co_occurs_with,1
brand_identification,password_field,co_occurs_with,1
brand_identification,platform,co_occurs_with,1
brand_identification,purpose,co_occurs_with,1
brand_identification,registration,co_occurs_with,1
brand_identification,registration_process,co_occurs_with,1
brand_identification,right_side,co_occurs_with,1
brand_identification,unieasy,co_occurs_with,1
brand_identification,verification,co_occurs_with,1
brand_identification,welcome_panel,co_occurs_with,1
comfortable_viewing,context,co_occurs_with,1
comfortable_viewing,current_slide_position,co_occurs_with,1
comfortable_viewing,descriptive_text,co_occurs_with,1
comfortable_viewing,exist_user,co_occurs_with,1
comfortable_viewing,large_visual_section,co_occurs_with,1
comfortable_viewing,login_credential,co_occurs_with,1
comfortable_viewing,multi_step_registration_process,co_occurs_with,1
comfortable_viewing,page_title,co_occurs_with,1
comfortable_viewing,password_field,co_occurs_with,1
comfortable_viewing,platform,co_occurs_with,1
comfortable_viewing,purpose,co_occurs_with,1
comfortable_viewing,registration,co_occurs_with,1
comfortable_viewing,registration_process,co_occurs_with,1
comfortable_viewing,right_side,co_occurs_with,1
comfortable_viewing,unieasy,co_occurs_with,1
comfortable_viewing,verification,co_occurs_with,1
comfortable_viewing,welcome_panel,co_occurs_with,1
context,exist_user,co_occurs_with,1
context,eye_icon,co_occurs_with,1
context,form,co_occurs_with,1
context,left_corner,co_occurs_with,1
context,light_dark_mode,co_occurs_with,1
context,login_credential,co_occurs_with,1
context,logo,co_occurs_with,1
context,multi_step_registration_process,co_occurs_with,1
context,password_field,co_occurs_with,1
context,platform,co_occurs_with,1
context,purpose,co_occurs_with,1
context,registration,co_occurs_with,1
context,registration_process,co_occurs_with,1
context,right_corner,co_occurs_with,1
context,right_side,co_occurs_with,1
context,top_left,co_occurs_with,1
context,unieasy,co_occurs_with,1
context,verification,co_occurs_with,1
context,visibility_toggle,co_occurs_with,1
context,welcome_panel,co_occurs_with,1
current_slide_position,exist_user,co_occurs_with,1
current_slide_position,eye_icon,co_occurs_with,1
current_slide_position,form,co_occurs_with,1
current_slide_position,left_corner,co_occurs_with,1
current_slide_position,light_dark_mode,co_occurs_with,1
current_slide_position,login_credential,co_occurs_with,1
current_slide_position,logo,co_occurs_with,1
current_slide_position,multi_step_registration_process,co_occurs_with,1
current_slide_position,password_field,co_occurs_with,1
current_slide_position,platform,co_occurs_with,1
current_slide_position,purpose,co_occurs_with,1
current_slide_position,registration,co_occurs_with,1
current_slide_position,registration_process,co_occurs_with,1
current_slide_position,right_corner,co_occurs_with,1
current_slide_position,right_side,co_occurs_with,1
current_slide_position,top_left,co_occurs_with,1
current_slide_position,unieasy,co_occurs_with,1
current_slide_position,verification,co_occurs_with,1
current_slide_position,visibility_toggle,co_occurs_with,1
current_slide_position,welcome_panel,co_occurs_with,1
descriptive_text,exist_user,co_occurs_with,1
descriptive_text,eye_icon,co_occurs_with,1
descriptive_text,light_dark_mode,co_occurs_with,1
descriptive_text,login_credential,co_occurs_with,1
descriptive_text,password_field,co_occurs_with,1
descriptive_text,purpose,co_occurs_with,1
descriptive_text,registration,co_occurs_with,1
descriptive_text,registration_process,co_occurs_with,1
descriptive_text,right_side,co_occurs_with,1
descriptive_text,top_left,co_occurs_with,1
descriptive_text,verification,co_occurs_with,1
descriptive_text,visibility_toggle,co_occurs_with,1
exist_user,eye_icon,co_occurs_with,1
exist_user,form,co_occurs_with,1
exist_user,large_visual_section,co_occurs_with,1
exist_user,left_corner,co_occurs_with,1
exist_user,light_dark_mode,co_occurs_with,1
exist_user,login_credential,co_occurs_with,1
exist_user,logo,co_occurs_with,1
exist_user,multi_step_registration_process,co_occurs_with,1
exist_user,page_title,co_occurs_with,1
exist_user,password_field,co_occurs_with,1
exist_user,purpose,co_occurs_with,1
exist_user,registration,co_occurs_with,1
exist_user,right_corner,co_occurs_with,1
exist_user,title,co_occurs_with,1
exist_user,top_left,co_occurs_with,1
exist_user,unieasy,co_occurs_with,1
exist_user,verification,co_occurs_with,1
exist_user,visibility_toggle,co_occurs_with,1
exist_user,welcome_panel,co_occurs_with,1
eye_icon,large_visual_section,co_occurs_with,1
eye_icon,login_credential,co_occurs_with,1
eye_icon,multi_step_registration_process,co_occurs_with,1
eye_icon,page_title,co_occurs_with,1
eye_icon,password_field,co_occurs_with,1
eye_icon,platform,co_occurs_with,1
eye_icon,purpose,co_occurs_with,1
eye_icon,registration,co_occurs_with,1
eye_icon,registration_process,co_occurs_with,1
eye_icon,right_side,co_occurs_with,1
eye_icon,unieasy,co_occurs_with,1
eye_icon,verification,co_occurs_with,1
eye_icon,welcome_panel,co_occurs_with,1
form,large_visual_section,co_occurs_with,1
form,login_credential,co_occurs_with,1
form,multi_step_registration_process,co_occurs_with,1
form,page_title,co_occurs_with,1
form,password_field,co_occurs_with,1
form,purpose,co_occurs_with,1
form,registration,co_occurs_with,1
form,registration_process,co_occurs_with,1
form,right_side,co_occurs_with,1
form,verification,co_occurs_with,1
form,welcome_panel,co_occurs_with,1
large_visual_section,light_dark_mode,co_occurs_with,1
large_visual_section,login_credential,co_occurs_with,1
large_visual_section,page_title,co_occurs_with,1
large_visual_section,password_field,co_occurs_with,1
large_visual_section,platform,co_occurs_with,1
large_visual_section,purpose,co_occurs_with,1
large_visual_section,registration,co_occurs_with,1
large_visual_section,registration_process,co_occurs_with,1
large_visual_section,right_corner,co_occurs_with,1
large_visual_section,right_side,co_occurs_with,1
large_visual_section,title,co_occurs_with,1
large_visual_section,top_left,co_occurs_with,1
large_visual_section,unieasy,co_occurs_with,1
large_visual_section,verification,co_occurs_with,1
large_visual_section,visibility_toggle,co_occurs_with,1
left_corner,login_credential,co_occurs_with,1
left_corner,password_field,co_occurs_with,1
left_corner,registration,co_occurs_with,1
left_corner,registration_process,co_occurs_with,1
left_corner,verification,co_occurs_with,1
light_dark_mode,login_credential,co_occurs_with,1
light_dark_mode,multi_step_registration_process,co_occurs_with,1
light_dark_mode,page_title,co_occurs_with,1
light_dark_mode,password_field,co_occurs_with,1
light_dark_mode,platform,co_occurs_with,1
light_dark_mode,purpose,co_occurs_with,1
light_dark_mode,registration,co_occurs_with,1
light_dark_mode,registration_process,co_occurs_with,1
light_dark_mode,unieasy,co_occurs_with,1
light_dark_mode,verification,co_occurs_with,1
light_dark_mode,welcome_panel,co_occurs_with,1
login_credential,logo,co_occurs_with,1
login_credential,multi_step_registration_process,co_occurs_with,1
login_credential,page_title,co_occurs_with,1
login_credential,purpose,co_occurs_with,1
login_credential,registration,co_occurs_with,1
login_credential,registration_process,co_occurs_with,1
login_credential,right_corner,co_occurs_with,1
login_credential,right_side,co_occurs_with,1
login_credential,title,co_occurs_with,1
login_credential,top_left,co_occurs_with,1
login_credential,unieasy,co_occurs_with,1
login_credential,verification,co_occurs_with,1
login_credential,visibility_toggle,co_occurs_with,1
login_credential,welcome_panel,co_occurs_with,1
logo,password_field,co_occurs_with,1
logo,registration,co_occurs_with,1
logo,registration_process,co_occurs_with,1
logo,verification,co_occurs_with,1
multi_step_registration_process,page_title,co_occurs_with,1
multi_step_registration_process,password_field,co_occurs_with,1
multi_step_registration_process,platform,co_occurs_with,1
multi_step_registration_process,purpose,co_occurs_with,1
multi_step_registration_process,registration,co_occurs_with,1
multi_step_registration_process,registration_process,co_occurs_with,1
multi_step_registration_process,right_corner,co_occurs_with,1
multi_step_registration_process,right_side,co_occurs_with,1
multi_step_registration_process,title,co_occurs_with,1
multi_step_registration_process,top_left,co_occurs_with,1
multi_step_registration_process,unieasy,co_occurs_with,1
multi_step_registration_process,verification,co_occurs_with,1
multi_step_registration_process,visibility_toggle,co_occurs_with,1
page_title,password_field,co_occurs_with,1
page_title,platform,co_occurs_with,1
page_title,registration,co_occurs_with,1
page_title,registration_process,co_occurs_with,1
page_title,right_side,co_occurs_with,1
page_title,top_left,co_occurs_with,1
page_title,unieasy,co_occurs_with,1
page_title,verification,co_occurs_with,1
page_title,visibility_toggle,co_occurs_with,1
page_title,welcome_panel,co_occurs_with,1
password_field,purpose,co_occurs_with,1
password_field,registration,co_occurs_with,1
password_field,registration_process,co_occurs_with,1
password_field,right_corner,co_occurs_with,1
password_field,right_side,co_occurs_with,1
password_field,title,co_occurs_with,1
password_field,top_left,co_occurs_with,1
password_field,unieasy,co_occurs_with,1
password_field,verification,co_occurs_with,1
password_field,visibility_toggle,co_occurs_with,1
password_field,welcome_panel,co_occurs_with,1
platform,purpose,co_occurs_with,1
platform,registration,co_occurs_with,1
platform,top_left,co_occurs_with,1
platform,visibility_toggle,co_occurs_with,1
platform,welcome_panel,co_occurs_with,1
purpose,registration,co_occurs_with,1
purpose,registration_process,co_occurs_with,1
purpose,right_side,co_occurs_with,1
purpose,title,co_occurs_with,1
purpose,top_left,co_occurs_with,1
purpose,unieasy,co_occurs_with,1
purpose,user,co_occurs_with,1
purpose,verification,co_occurs_with,1
purpose,visibility_toggle,co_occurs_with,1
purpose,welcome_panel,co_occurs_with,1
registration,registration_process,co_occurs_with,1
registration,right_corner,co_occurs_with,1
registration,right_side,co_occurs_with,1
registration,title,co_occurs_with,1
registration,top_left,co_occurs_with,1
registration,unieasy,co_occurs_with,1
registration,user,co_occurs_with,1
registration,verification,co_occurs_with,1
registration,visibility_toggle,co_occurs_with,1
registration,welcome_panel,co_occurs_with,1
registration_process,right_corner,co_occurs_with,1
registration_process,title,co_occurs_with,1
registration_process,top_left,co_occurs_with,1
registration_process,unieasy,co_occurs_with,1
registration_process,verification,co_occurs_with,1
registration_process,visibility_toggle,co_occurs_with,1
registration_process,welcome_panel,co_occurs_with,1
right_corner,right_side,co_occurs_with,1
right_corner,verification,co_occurs_with,1
right_corner,welcome_panel,co_occurs_with,1
right_side,unieasy,co_occurs_with,1
right_side,verification,co_occurs_with,1
right_side,visibility_toggle,co_occurs_with,1
right_side,welcome_panel,co_occurs_with,1
title,verification,co_occurs_with,1
title,welcome_panel,co_occurs_with,1
top_left,unieasy,co_occurs_with,1
top_left,verification,co_occurs_with,1
top_left,welcome_panel,co_occurs_with,1
unieasy,verification,co_occurs_with,1
unieasy,visibility_toggle,co_occurs_with,1
unieasy,welcome_panel,co_occurs_with,1
user,verification,co_occurs_with,1
verification,visibility_toggle,co_occurs_with,1
verification,welcome_panel,co_occurs_with,1
visibility_toggle,welcome_panel,co_occurs_with,1
authentication,brand_identification,co_occurs_with,1
authentication,comfortable_viewing,co_occurs_with,1
authentication,eye_icon,co_occurs_with,1
authentication,form,co_occurs_with,1
authentication,home_link,co_occurs_with,1
authentication,homepage,co_occurs_with,1
authentication,input_field,co_occurs_with,1
authentication,left_corner,co_occurs_with,1
authentication,light_dark_mode,co_occurs_with,1
authentication,login,co_occurs_with,1
authentication,logout_button,co_occurs_with,1
authentication,right_corner,co_occurs_with,1
authentication,title,co_occurs_with,1
authentication,top_left,co_occurs_with,1
authentication,top_right,co_occurs_with,1
authentication,visibility_toggle,co_occurs_with,1
brand_identification,home_link,co_occurs_with,1
brand_identification,homepage,co_occurs_with,1
brand_identification,input_field,co_occurs_with,1
brand_identification,login,co_occurs_with,1
brand_identification,logout_button,co_occurs_with,1
brand_identification,password,co_occurs_with,1
brand_identification,theme_toggle,co_occurs_with,1
brand_identification,top,co_occurs_with,1
brand_identification,top_right,co_occurs_with,1
brand_identification,user_authentication,co_occurs_with,1
comfortable_viewing,home_link,co_occurs_with,1
comfortable_viewing,homepage,co_occurs_with,1
comfortable_viewing,input_field,co_occurs_with,1
comfortable_viewing,login,co_occurs_with,1
comfortable_viewing,logout_button,co_occurs_with,1
comfortable_viewing,password,co_occurs_with,1
comfortable_viewing,theme_toggle,co_occurs_with,1
comfortable_viewing,top,co_occurs_with,1
comfortable_viewing,top_right,co_occurs_with,1
comfortable_viewing,user_authentication,co_occurs_with,1
eye_icon,home_link,co_occurs_with,1
eye_icon,homepage,co_occurs_with,1
eye_icon,input_field,co_occurs_with,1
eye_icon,login,co_occurs_with,1
eye_icon,logout_button,co_occurs_with,1
eye_icon,password,co_occurs_with,1
eye_icon,theme_toggle,co_occurs_with,1
eye_icon,top,co_occurs_with,1
eye_icon,top_right,co_occurs_with,1
eye_icon,user_authentication,co_occurs_with,1
form,homepage,co_occurs_with,1
form,login,co_occurs_with,1
form,logout_button,co_occurs_with,1
form,password,co_occurs_with,1
form,top_right,co_occurs_with,1
form,user_authentication,co_occurs_with,1
home_link,homepage,co_occurs_with,1
home_link,input_field,co_occurs_with,1
home_link,left_corner,co_occurs_with,1
home_link,light_dark_mode,co_occurs_with,1
home_link,login,co_occurs_with,1
home_link,logo,co_occurs_with,1
home_link,logout_button,co_occurs_with,1
home_link,password,co_occurs_with,1
home_link,right_corner,co_occurs_with,1
home_link,theme_toggle,co_occurs_with,1
home_link,title,co_occurs_with,1
home_link,top,co_occurs_with,1
home_link,top_left,co_occurs_with,1
home_link,top_right,co_occurs_with,1
home_link,user,co_occurs_with,1
home_link,user_authentication,co_occurs_with,1
home_link,visibility_toggle,co_occurs_with,1
homepage,input_field,co_occurs_with,1
homepage,left_corner,co_occurs_with,1
homepage,light_dark_mode,co_occurs_with,1
homepage,login,co_occurs_with,1
homepage,logo,co_occurs_with,1
homepage,logout_button,co_occurs_with,1
homepage,password,co_occurs_with,1
homepage,right_corner,co_occurs_with,1
homepage,theme_toggle,co_occurs_with,1
homepage,title,co_occurs_with,1
homepage,top,co_occurs_with,1
homepage,top_left,co_occurs_with,1
homepage,top_right,co_occurs_with,1
homepage,user,co_occurs_with,1
homepage,user_authentication,co_occurs_with,1
homepage,visibility_toggle,co_occurs_with,1
input_field,login,co_occurs_with,1
input_field,logout_button,co_occurs_with,1
input_field,title,co_occurs_with,1
input_field,top,co_occurs_with,1
input_field,top_left,co_occurs_with,1
input_field,top_right,co_occurs_with,1
input_field,user_authentication,co_occurs_with,1
input_field,visibility_toggle,co_occurs_with,1
left_corner,login,co_occurs_with,1
left_corner,logout_button,co_occurs_with,1
left_corner,top,co_occurs_with,1
left_corner,top_right,co_occurs_with,1
left_corner,user_authentication,co_occurs_with,1
light_dark_mode,login,co_occurs_with,1
light_dark_mode,logout_button,co_occurs_with,1
light_dark_mode,password,co_occurs_with,1
light_dark_mode,top,co_occurs_with,1
light_dark_mode,top_right,co_occurs_with,1
light_dark_mode,user_authentication,co_occurs_with,1
login,logo,co_occurs_with,1
login,logout_button,co_occurs_with,1
login,password,co_occurs_with,1
login,right_corner,co_occurs_with,1
login,theme_toggle,co_occurs_with,1
login,title,co_occurs_with,1
login,top_left,co_occurs_with,1
login,top_right,co_occurs_with,1
login,user_authentication,co_occurs_with,1
login,visibility_toggle,co_occurs_with,1
logo,logout_button,co_occurs_with,1
logo,top_right,co_occurs_with,1
logo,user_authentication,co_occurs_with,1
logout_button,password,co_occurs_with,1
logout_button,right_corner,co_occurs_with,1
logout_button,theme_toggle,co_occurs_with,1
logout_button,title,co_occurs_with,1
logout_button,top,co_occurs_with,1
logout_button,top_left,co_occurs_with,1
logout_button,top_right,co_occurs_with,1
logout_button,user,co_occurs_with,1
logout_button,user_authentication,co_occurs_with,1
logout_button,visibility_toggle,co_occurs_with,1
password,right_corner,co_occurs_with,1
password,theme_toggle,co_occurs_with,1
password,title,co_occurs_with,1
password,top,co_occurs_with,1
password,top_left,co_occurs_with,1
password,top_right,co_occurs_with,1
password,user_authentication,co_occurs_with,1
password,visibility_toggle,co_occurs_with,1
right_corner,top_right,co_occurs_with,1
right_corner,user_authentication,co_occurs_with,1
theme_toggle,top_right,co_occurs_with,1
theme_toggle,user_authentication,co_occurs_with,1
theme_toggle,visibility_toggle,co_occurs_with,1
title,user_authentication,co_occurs_with,1
top,top_left,co_occurs_with,1
top,top_right,co_occurs_with,1
top,visibility_toggle,co_occurs_with,1
top_left,top_right,co_occurs_with,1
top_left,user_authentication,co_occurs_with,1
top_right,user_authentication,co_occurs_with,1
top_right,visibility_toggle,co_occurs_with,1
user_authentication,visibility_toggle,co_occurs_with,1
access,bottom,co_occurs_with,1
access,button,co_occurs_with,1
access,footer,co_occurs_with,1
access,form_field,co_occurs_with,1
access,home,co_occurs_with,1
access,login_credential,co_occurs_with,1
access,navigation_link,co_occurs_with,1
access,password_field,co_occurs_with,1
access,privacy_policy,co_occurs_with,1
access,term,co_occurs_with,1
authentication,bottom,co_occurs_with,1
authentication,button,co_occurs_with,1
authentication,footer,co_occurs_with,1
authentication,form_field,co_occurs_with,1
authentication,home,co_occurs_with,1
authentication,login_credential,co_occurs_with,1
authentication,navigation_link,co_occurs_with,1
authentication,password_field,co_occurs_with,1
authentication,privacy_policy,co_occurs_with,1
authentication,term,co_occurs_with,1
bottom,button,co_occurs_with,1
bottom,footer,co_occurs_with,1
bottom,navigation_link,co_occurs_with,1
bottom,privacy_policy,co_occurs_with,1
button,form_field,co_occurs_with,1
button,login_credential,co_occurs_with,1
button,password_field,co_occurs_with,1
button,role,co_occurs_with,1
footer,form_field,co_occurs_with,1
footer,login_credential,co_occurs_with,1
footer,navigation_link,co_occurs_with,1
footer,password_field,co_occurs_with,1
footer,platform,co_occurs_with,1
footer,role,co_occurs_with,1
form_field,home,co_occurs_with,1
form_field,login_credential,co_occurs_with,1
form_field,navigation_link,co_occurs_with,1
form_field,password_field,co_occurs_with,1
form_field,platform,co_occurs_with,1
form_field,privacy_policy,co_occurs_with,1
form_field,role,co_occurs_with,1
form_field,user,co_occurs_with,1
home,login_credential,co_occurs_with,1
home,navigation_link,co_occurs_with,1
home,password_field,co_occurs_with,1
home,platform,co_occurs_with,1
login_credential,navigation_link,co_occurs_with,1
login_credential,privacy_policy,co_occurs_with,1
login_credential,role,co_occurs_with,1
login_credential,service,co_occurs_with,1
login_credential,term,co_occurs_with,1
navigation_link,password_field,co_occurs_with,1
navigation_link,privacy_policy,co_occurs_with,1
navigation_link,role,co_occurs_with,1
navigation_link,term,co_occurs_with,1
password_field,privacy_policy,co_occurs_with,1
password_field,role,co_occurs_with,1
password_field,service,co_occurs_with,1
password_field,term,co_occurs_with,1
platform,privacy_policy,co_occurs_with,1
platform,term,co_occurs_with,1
privacy_policy,role,co_occurs_with,1
role,term,co_occurs_with,1
accommodation,bottom,co_occurs_with,1
accommodation,center,co_occurs_with,1
accommodation,placeholder_text,co_occurs_with,1
bottom,center,co_occurs_with,1
bottom,food,co_occurs_with,1
bottom,heading,co_occurs_with,1
bottom,hero_section,co_occurs_with,1
bottom,hide_gem,co_occurs_with,1
bottom,hostel,co_occurs_with,1
bottom,placeholder_text,co_occurs_with,1
bottom,search_bar,co_occurs_with,1
bottom,search_functionality,co_occurs_with,1
campus,center,co_occurs_with,1
campus,placeholder_text,co_occurs_with,1
campus,search_functionality,co_occurs_with,1
center,food,co_occurs_with,1
center,heading,co_occurs_with,1
center,hide_gem,co_occurs_with,1
center,hostel,co_occurs_with,1
center,placeholder_text,co_occurs_with,1
center,platform,co_occurs_with,1
center,search_bar,co_occurs_with,1
center,search_functionality,co_occurs_with,1
food,placeholder_text,co_occurs_with,1
heading,placeholder_text,co_occurs_with,1
heading,search_bar,co_occurs_with,1
heading,search_functionality,co_occurs_with,1
hero_section,hide_gem,co_occurs_with,1
hero_section,placeholder_text,co_occurs_with,1
hide_gem,placeholder_text,co_occurs_with,1
hide_gem,search_bar,co_occurs_with,1
hide_gem,search_functionality,co_occurs_with,1
hide_gem,user,co_occurs_with,1
hostel,placeholder_text,co_occurs_with,1
hostel,search_functionality,co_occurs_with,1
placeholder_text,platform,co_occurs_with,1
placeholder_text,right_side,co_occurs_with,1
placeholder_text,search_bar,co_occurs_with,1
placeholder_text,search_functionality,co_occurs_with,1
placeholder_text,user,co_occurs_with,1
right_side,search_bar,co_occurs_with,1
right_side,search_functionality,co_occurs_with,1
button,service_name,co_occurs_with,1
context,header,co_occurs_with,1
